,Jugador,País,Posc,Edad,PJ,Titular,Mín,90 s,Gls.,Ass,G+A,G-TP,TP,TPint,TA,TR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls.,Ast,G+A,G-TP,G+A-TP,xG,xAG,xG+xAG,npxG,npxG+xAG,Partidos,PJ
523,Gonzalo Montiel,ar ARG,DF,27-073,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Partidos,0.0
524,Rafa,es ESP,PO,20-220,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Partidos,0.0
525,Xavi Sintes,es ESP,CC,22-222,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Partidos,0.0
526,Ibrahima Sow,sn SEN,DL,17-048,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Partidos,0.0
527,Total del equipo,,,29.4,,308,2520.0,28.0,33.0,22.0,55.0,32.0,1.0,1.0,75.0,4.0,30.9,30.1,22.3,52.4,459.0,1132.0,1090.0,1.18,0.79,1.96,1.14,1.93,1.1,0.8,1.9,1.07,1.87,,28.0
528,Total del oponente,,,27.9,,308,2520.0,28.0,40.0,29.0,69.0,36.0,4.0,4.0,60.0,2.0,41.2,38.1,30.4,68.5,490.0,1051.0,1040.0,1.43,1.04,2.46,1.29,2.32,1.47,1.09,2.56,1.36,2.45,,28.0
529,Predrag Rajković,rs SRB,PO,28-135,28.0,28,2520.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.2,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.0,0.01,Partidos,
530,Dani Rodríguez,es ESP,CC,35-282,27.0,23,1985.0,22.1,2.0,4.0,6.0,2.0,0.0,0.0,7.0,0.0,1.2,1.2,3.8,5.0,40.0,81.0,75.0,0.09,0.18,0.27,0.09,0.27,0.05,0.17,0.23,0.05,0.23,Partidos,
531,Martin Valjent,sk SVK,DF,28-094,22.0,22,1844.0,20.5,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.2,0.2,0.5,0.7,15.0,35.0,9.0,0.0,0.0,0.0,0.0,0.0,0.01,0.02,0.03,0.01,0.03,Partidos,
532,Samu Costa,pt POR,CC,23-108,27.0,21,1880.0,20.9,1.0,1.0,2.0,1.0,0.0,0.0,5.0,0.0,1.0,1.0,0.5,1.5,14.0,78.0,23.0,0.05,0.05,0.1,0.05,0.1,0.05,0.02,0.07,0.05,0.07,Partidos,
533,Giovanni González,uy URU,DF,29-176,26.0,20,1826.0,20.3,0.0,1.0,1.0,0.0,0.0,0.0,5.0,0.0,0.2,0.2,1.0,1.2,18.0,60.0,73.0,0.0,0.05,0.05,0.0,0.05,0.01,0.05,0.06,0.01,0.06,Partidos,
534,Matija Nastasić,rs SRB,DF,30-352,20.0,19,1718.0,19.1,2.0,0.0,2.0,2.0,0.0,0.0,7.0,0.0,0.9,0.9,0.6,1.5,6.0,44.0,2.0,0.1,0.0,0.1,0.1,0.1,0.05,0.03,0.08,0.05,0.08,Partidos,
535,Vedat Muriqi,xk KVX,DL,29-325,20.0,17,1596.0,17.7,5.0,2.0,7.0,4.0,1.0,3.0,2.0,0.0,6.8,4.4,2.3,6.8,17.0,28.0,81.0,0.28,0.11,0.39,0.23,0.34,0.38,0.13,0.51,0.25,0.38,Partidos,
536,Antonio Sánchez,es ESP,CC,27-073,21.0,17,1143.0,12.7,3.0,1.0,4.0,3.0,0.0,0.0,3.0,0.0,2.5,2.5,0.6,3.1,29.0,45.0,50.0,0.24,0.08,0.31,0.24,0.31,0.2,0.05,0.25,0.2,0.25,Partidos,
537,Sergi Darder,es ESP,CC,30-083,26.0,16,1628.0,18.1,0.0,3.0,3.0,0.0,0.0,0.0,4.0,0.0,1.1,1.1,5.1,6.2,39.0,97.0,54.0,0.0,0.17,0.17,0.0,0.17,0.06,0.28,0.34,0.06,0.34,Partidos,
538,Antonio Raillo,es ESP,DF,32-158,17.0,16,1385.0,15.4,2.0,0.0,2.0,2.0,0.0,0.0,3.0,1.0,1.0,1.0,0.8,1.8,11.0,37.0,1.0,0.13,0.0,0.13,0.13,0.13,0.06,0.05,0.12,0.06,0.12,Partidos,
539,Cyle Larin,ca CAN,DL,28-332,26.0,15,1399.0,15.5,2.0,2.0,4.0,2.0,0.0,0.0,6.0,0.0,7.3,7.3,0.8,8.1,17.0,10.0,75.0,0.13,0.13,0.26,0.13,0.26,0.47,0.05,0.52,0.47,0.52,Partidos,
540,Jaume Costa,es ESP,DF,35-362,23.0,14,1250.0,13.9,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.2,0.2,0.5,0.6,24.0,38.0,66.0,0.0,0.0,0.0,0.0,0.0,0.01,0.04,0.05,0.01,0.05,Partidos,
541,Pablo Maffeo,es ESP,DF,26-246,17.0,13,1122.0,12.5,0.0,2.0,2.0,0.0,0.0,0.0,3.0,1.0,0.6,0.6,0.6,1.2,32.0,30.0,48.0,0.0,0.16,0.16,0.0,0.16,0.04,0.05,0.09,0.04,0.09,Partidos,
542,Toni Lato,es ESP,DF,26-114,21.0,12,1159.0,12.9,0.0,1.0,1.0,0.0,0.0,0.0,3.0,0.0,0.1,0.1,0.9,1.1,24.0,24.0,86.0,0.0,0.08,0.08,0.0,0.08,0.01,0.07,0.08,0.01,0.08,Partidos,
543,Manu Morlanes,es ESP,CC,25-062,25.0,12,1143.0,12.7,0.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,0.8,0.8,1.2,2.0,17.0,78.0,21.0,0.0,0.08,0.08,0.0,0.08,0.06,0.09,0.15,0.06,0.15,Partidos,
544,Omar Mascarell,es ESP,CC,31-041,19.0,12,1051.0,11.7,0.0,0.0,0.0,0.0,0.0,0.0,6.0,1.0,0.2,0.2,0.0,0.3,9.0,46.0,3.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.02,0.02,0.02,Partidos,
545,Copete,es ESP,DF,24-156,13.0,12,935.0,10.4,1.0,0.0,1.0,1.0,0.0,0.0,4.0,0.0,0.4,0.4,0.1,0.6,2.0,27.0,1.0,0.1,0.0,0.1,0.1,0.1,0.04,0.01,0.05,0.04,0.05,Partidos,
546,Abdón Prats,es ESP,DL,31-098,24.0,9,937.0,10.4,5.0,1.0,6.0,5.0,0.0,0.0,4.0,0.0,2.5,2.5,2.3,4.8,6.0,21.0,37.0,0.48,0.1,0.58,0.48,0.58,0.24,0.22,0.46,0.24,0.46,Partidos,
547,Siebe Van Der Heyden,be BEL,DF,25-289,6.0,4,286.0,3.2,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.2,0.2,0.0,0.2,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.05,0.05,0.05,Partidos,
548,Amath,sn SEN,"DL,CC",27-242,15.0,3,394.0,4.4,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.6,1.6,0.4,1.9,19.0,13.0,30.0,0.0,0.0,0.0,0.0,0.0,0.35,0.09,0.44,0.35,0.44,Partidos,
549,Nacho Vidal,es ESP,DF,29-050,4.0,2,174.0,1.9,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.1,0.1,0.1,0.2,3.0,7.0,18.0,0.0,0.0,0.0,0.0,0.0,0.05,0.07,0.12,0.05,0.12,Partidos,
550,Nemanja Radonjić,rs SRB,CC,28-028,3.0,1,80.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1,1.1,0.1,1.3,9.0,2.0,14.0,0.0,0.0,0.0,0.0,0.0,1.27,0.16,1.43,1.27,1.43,Partidos,
551,Javier Llabrés,es ESP,"CC,DL",21-185,14.0,0,173.0,1.9,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.6,0.6,0.2,0.8,5.0,1.0,20.0,0.52,0.0,0.52,0.52,0.52,0.32,0.12,0.44,0.32,0.44,Partidos,
552,Iván Cuéllar,es ESP,PO,39-292,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Partidos,
553,Marcos Fernández Cózar,,DF,20-241,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Partidos,
554,Dominik Greif,sk SVK,PO,26-343,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Partidos,
555,Pere Joan,es ESP,PO,21-358,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Partidos,
556,Yuzún Ley,es ESP,DF,20-073,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Partidos,
557,David López,es ESP,DF,21-040,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Partidos,
558,Daniel Luna,co COL,CC,20-312,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Partidos,
559,Pau Mascaró,es ESP,DL,19-146,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Partidos,
560,Miguelito,es ESP,DF,23-062,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Partidos,
561,Alex Quevedo,es ESP,PO,19-321,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Partidos,
562,Rubén Quintanilla,es ESP,CC,21-346,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Partidos,
563,Total del equipo,,,29.2,28.0,308,2520.0,28.0,24.0,19.0,43.0,23.0,1.0,3.0,82.0,4.0,29.9,27.7,22.7,50.3,357.0,803.0,788.0,0.86,0.68,1.54,0.82,1.5,1.07,0.81,1.88,0.99,1.8,,
564,Total del oponente,,,27.6,28.0,308,2520.0,28.0,35.0,25.0,60.0,31.0,4.0,5.0,44.0,1.0,35.3,31.3,23.5,54.9,544.0,1089.0,1080.0,1.25,0.89,2.14,1.11,2.0,1.26,0.84,2.1,1.12,1.96,,
565,Stole Dimitrievski,mk MKD,PO,30-080,,28,2520.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Partidos,28.0
566,Florian Lejeune,fr FRA,DF,32-299,,28,2517.0,28.0,1.0,1.0,2.0,1.0,0.0,0.0,4.0,0.0,2.0,2.0,0.5,2.5,8.0,88.0,4.0,0.04,0.04,0.07,0.04,0.07,0.07,0.02,0.09,0.07,0.09,Partidos,28.0
567,Alfonso Espino,uy URU,DF,32-069,,26,2169.0,24.1,0.0,1.0,1.0,0.0,0.0,0.0,8.0,0.0,0.9,0.9,2.5,3.4,35.0,103.0,81.0,0.0,0.04,0.04,0.0,0.04,0.04,0.1,0.14,0.04,0.14,Partidos,26.0
568,Isaac Palazón Camacho,es ESP,"CC,DL",29-078,,26,2088.0,23.2,3.0,1.0,4.0,1.0,2.0,2.0,6.0,0.0,4.5,3.0,1.3,4.3,25.0,89.0,121.0,0.13,0.04,0.17,0.04,0.09,0.2,0.06,0.25,0.13,0.18,Partidos,27.0
569,Iván Balliu,al ALB,DF,32-073,,24,2164.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.6,0.6,1.9,2.5,37.0,77.0,74.0,0.0,0.0,0.0,0.0,0.0,0.03,0.08,0.11,0.03,0.11,Partidos,25.0
570,Óscar Valentín,es ESP,CC,29-207,,24,2069.0,23.0,1.0,0.0,1.0,1.0,0.0,0.0,4.0,1.0,1.3,1.3,0.5,1.9,20.0,101.0,9.0,0.04,0.0,0.04,0.04,0.04,0.06,0.02,0.08,0.06,0.08,Partidos,25.0
571,Álvaro García,es ESP,"DL,CC",31-139,,23,1968.0,21.9,6.0,1.0,7.0,6.0,0.0,0.0,8.0,1.0,4.2,4.2,2.6,6.8,42.0,51.0,197.0,0.27,0.05,0.32,0.27,0.32,0.19,0.12,0.31,0.19,0.31,Partidos,24.0
572,Unai López,es ESP,CC,28-136,,20,1523.0,16.9,1.0,2.0,3.0,1.0,0.0,0.0,5.0,0.0,0.9,0.9,2.2,3.0,18.0,75.0,39.0,0.06,0.12,0.18,0.06,0.18,0.05,0.13,0.18,0.05,0.18,Partidos,25.0
573,Aridane Hernández,es ESP,DF,34-357,,18,1600.0,17.8,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.2,0.2,0.0,0.3,0.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.02,0.01,0.02,Partidos,18.0
574,Raúl de Tomás,es ESP,DL,29-149,,14,1134.0,12.6,1.0,2.0,3.0,0.0,1.0,1.0,4.0,0.0,2.8,2.1,1.2,3.3,10.0,22.0,63.0,0.08,0.16,0.24,0.0,0.16,0.23,0.1,0.32,0.16,0.26,Partidos,21.0
575,Sergio Camello,es ESP,DL,23-033,,13,1129.0,12.5,2.0,1.0,3.0,2.0,0.0,0.0,2.0,0.0,3.0,3.0,0.7,3.7,14.0,30.0,62.0,0.16,0.08,0.24,0.16,0.24,0.24,0.05,0.29,0.24,0.29,Partidos,23.0
576,Óscar Trejo,ar ARG,"DL,CC",35-323,,13,1006.0,11.2,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.7,0.7,0.7,1.4,17.0,91.0,53.0,0.0,0.0,0.0,0.0,0.0,0.06,0.07,0.13,0.06,0.13,Partidos,23.0
577,Pathé Ciss,sn SEN,CC,29-364,,12,1202.0,13.4,1.0,0.0,1.0,1.0,0.0,0.0,6.0,0.0,1.4,1.4,0.4,1.8,9.0,57.0,20.0,0.07,0.0,0.07,0.07,0.07,0.1,0.03,0.14,0.1,0.14,Partidos,22.0
578,Abdul Mumin,gh GHA,DF,25-282,,10,884.0,9.8,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.3,0.3,0.0,0.3,5.0,25.0,2.0,0.1,0.0,0.1,0.1,0.1,0.03,0.0,0.03,0.03,0.03,Partidos,11.0
579,Kike Pérez,es ESP,"CC,DL",27-029,,9,819.0,9.1,1.0,0.0,1.0,1.0,0.0,0.0,7.0,0.0,1.9,1.9,0.2,2.0,15.0,44.0,41.0,0.11,0.0,0.11,0.11,0.11,0.2,0.02,0.22,0.2,0.22,Partidos,22.0
580,Jorge de Frutos,es ESP,"CC,DL",27-023,,6,875.0,9.7,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.8,1.8,0.8,2.6,23.0,23.0,85.0,0.1,0.0,0.1,0.1,0.1,0.18,0.08,0.26,0.18,0.26,Partidos,26.0
581,Pep Chavarría,es ESP,"DF,CC",25-339,,5,575.0,6.4,0.0,1.0,1.0,0.0,0.0,0.0,4.0,1.0,0.7,0.7,0.3,1.0,15.0,33.0,40.0,0.0,0.16,0.16,0.0,0.16,0.11,0.05,0.16,0.11,0.16,Partidos,13.0
582,Andrei Ratiu,ro ROU,DF,25-268,,4,326.0,3.6,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.1,0.1,0.2,0.3,14.0,6.0,11.0,0.0,0.0,0.0,0.0,0.0,0.03,0.05,0.08,0.03,0.08,Partidos,6.0
583,Randy Ntekja,fr FRA,"DL,CC",26-099,,3,468.0,5.2,1.0,1.0,2.0,0.0,1.0,1.0,2.0,0.0,1.6,0.8,0.9,1.7,9.0,13.0,22.0,0.19,0.19,0.38,0.0,0.19,0.31,0.17,0.47,0.15,0.32,Partidos,11.0
584,Crespo,pt POR,CC,27-185,,2,233.0,2.6,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.4,0.4,8.0,18.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.15,0.0,0.15,Partidos,6.0
585,Radamel Falcao,co COL,"DL,DF",38-033,,0,235.0,2.6,1.0,0.0,1.0,0.0,1.0,1.0,2.0,0.0,2.1,1.3,0.2,1.5,2.0,4.0,14.0,0.38,0.0,0.38,0.0,0.0,0.81,0.08,0.89,0.51,0.59,Partidos,16.0
586,Bebé,cv CPV,"CC,DL",33-246,,0,145.0,1.6,2.0,0.0,2.0,1.0,1.0,1.0,1.0,0.0,1.3,0.5,0.2,0.7,11.0,5.0,16.0,1.24,0.0,1.24,0.62,0.62,0.82,0.12,0.94,0.34,0.46,Partidos,15.0
587,Salvi,es ESP,CC,32-350,,0,28.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Partidos,1.0
588,José Pozo,es ESP,"CC,DL",27-365,,0,9.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Partidos,1.0
589,Diego Méndez,es ESP,CC,20-198,,0,5.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Partidos,1.0
590,Cárdenas,es ESP,PO,26-352,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Partidos,0.0
591,Jorge Moreno,es ESP,DF,22-326,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Partidos,0.0
592,Morro,es ESP,PO,23-185,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Partidos,0.0
593,Pablo Muñoz,es ESP,CC,20-192,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Partidos,0.0
594,Martín Pascual,es ESP,DF,24-223,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Partidos,0.0
595,Total del equipo,,,30.3,,308,2520.0,28.0,23.0,11.0,34.0,17.0,6.0,6.0,80.0,4.0,31.8,27.1,17.6,44.7,340.0,975.0,969.0,0.82,0.39,1.21,0.61,1.0,1.13,0.63,1.76,0.97,1.6,,28.0
596,Total del oponente,,,27.7,,308,2520.0,28.0,36.0,27.0,63.0,35.0,1.0,2.0,78.0,7.0,35.8,34.2,28.6,62.8,501.0,1035.0,1019.0,1.29,0.96,2.25,1.25,2.21,1.28,1.02,2.3,1.22,2.24,,28.0
597,Jørgen Strand Larsen,no NOR,DL,24-037,,28,2222.0,24.7,9.0,2.0,11.0,9.0,0.0,0.0,4.0,0.0,9.3,9.3,1.8,11.1,28.0,19.0,132.0,0.36,0.08,0.45,0.36,0.45,0.38,0.07,0.45,0.38,0.45,Partidos,28.0
598,Unai Núñez,es ESP,DF,27-044,,27,2474.0,27.5,1.0,0.0,1.0,1.0,0.0,0.0,4.0,0.0,1.3,1.3,0.7,2.0,10.0,90.0,2.0,0.04,0.0,0.04,0.04,0.04,0.05,0.03,0.07,0.05,0.07,Partidos,28.0
599,Óscar Mingueza,es ESP,"DF,CC",24-306,,24,2143.0,23.8,2.0,2.0,4.0,2.0,0.0,0.0,3.0,0.0,2.2,2.2,2.7,4.8,54.0,107.0,90.0,0.08,0.08,0.17,0.08,0.17,0.09,0.11,0.2,0.09,0.2,Partidos,28.0
600,Iago Aspas,es ESP,DL,36-226,,22,1881.0,20.9,5.0,5.0,10.0,4.0,1.0,3.0,5.0,1.0,7.4,5.0,6.7,11.8,51.0,95.0,126.0,0.24,0.24,0.48,0.19,0.43,0.35,0.32,0.68,0.24,0.56,Partidos,25.0
601,Luca de la Torre,us USA,CC,25-296,,21,1813.0,20.1,1.0,4.0,5.0,1.0,0.0,0.0,4.0,1.0,1.9,1.9,1.4,3.3,50.0,86.0,77.0,0.05,0.2,0.25,0.05,0.25,0.1,0.07,0.17,0.1,0.17,Partidos,26.0
602,Carl Starfelt,se SWE,DF,28-287,,21,1795.0,19.9,1.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0,1.4,1.4,0.2,1.6,5.0,33.0,1.0,0.05,0.0,0.05,0.05,0.05,0.07,0.01,0.08,0.07,0.08,Partidos,21.0
603,Fran Beltrán,es ESP,CC,25-040,,19,1615.0,17.9,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.4,0.4,0.5,0.8,19.0,70.0,19.0,0.0,0.0,0.0,0.0,0.0,0.02,0.03,0.05,0.02,0.05,Partidos,23.0
604,Jonathan Bamba,ci CIV,"CC,DL",27-354,,19,1555.0,17.3,2.0,1.0,3.0,2.0,0.0,0.0,0.0,0.0,2.6,2.6,3.6,6.2,93.0,61.0,141.0,0.12,0.06,0.17,0.12,0.17,0.15,0.21,0.36,0.15,0.36,Partidos,20.0
605,Vicente Guaita,es ESP,PO,37-064,,18,1683.0,18.7,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Partidos,19.0
606,Manu Sánchez,es ESP,DF,23-203,,17,1587.0,17.6,0.0,5.0,5.0,0.0,0.0,0.0,3.0,0.0,0.5,0.5,2.6,3.1,35.0,71.0,57.0,0.0,0.28,0.28,0.0,0.28,0.03,0.15,0.17,0.03,0.17,Partidos,23.0
607,Renato Tapia,pe PER,"CC,DF",28-230,,14,1221.0,13.6,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,0.8,0.8,0.6,1.4,8.0,53.0,13.0,0.0,0.0,0.0,0.0,0.0,0.06,0.04,0.1,0.06,0.1,Partidos,18.0
608,Carlos Dominguez,es ESP,DF,23-032,,11,1007.0,11.2,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.1,0.1,0.1,0.2,7.0,32.0,1.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.02,0.01,0.02,Partidos,14.0
609,Iván Villar,es ESP,PO,26-249,,10,834.0,9.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.0,0.01,Partidos,10.0
610,Mihailo Ristić,rs SRB,"DF,CC",28-135,,9,763.0,8.5,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.3,0.3,0.1,0.4,22.0,28.0,40.0,0.0,0.0,0.0,0.0,0.0,0.04,0.01,0.05,0.04,0.05,Partidos,11.0
611,Kevin Vázquez,es ESP,DF,30-357,,9,630.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.2,0.2,5.0,24.0,19.0,0.0,0.0,0.0,0.0,0.0,0.01,0.03,0.03,0.01,0.03,Partidos,11.0
612,Carlos Dotor,es ESP,CC,22-365,,7,692.0,7.7,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.2,0.2,0.1,0.3,3.0,29.0,12.0,0.0,0.0,0.0,0.0,0.0,0.02,0.02,0.04,0.02,0.04,Partidos,16.0
613,Anastasios Douvikas,gr GRE,DL,24-225,,5,673.0,7.5,4.0,0.0,4.0,4.0,0.0,0.0,1.0,0.0,3.2,3.2,0.2,3.3,7.0,9.0,37.0,0.53,0.0,0.53,0.53,0.53,0.42,0.02,0.44,0.42,0.44,Partidos,24.0
614,Franco Cervi,ar ARG,"CC,DF",29-293,,5,477.0,5.3,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.2,0.2,0.7,1.0,12.0,22.0,26.0,0.0,0.0,0.0,0.0,0.0,0.04,0.14,0.18,0.04,0.18,Partidos,12.0
615,Javier Manquillo,es ESP,"DF,CC",29-314,,5,412.0,4.6,0.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,0.1,0.1,0.2,0.3,5.0,13.0,12.0,0.0,0.22,0.22,0.0,0.22,0.02,0.04,0.06,0.02,0.06,Partidos,5.0
616,Carles Pérez,es ESP,"CC,DL",26-027,,4,441.0,4.9,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.5,0.5,0.7,1.2,16.0,8.0,35.0,0.0,0.0,0.0,0.0,0.0,0.11,0.15,0.25,0.11,0.25,Partidos,9.0
617,Joseph Aidoo,gh GHA,DF,28-167,,4,407.0,4.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.1,0.2,2.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.01,0.04,0.02,0.04,Partidos,6.0
618,Hugo Sotelo,es ESP,CC,20-086,,3,335.0,3.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.4,0.6,11.0,26.0,7.0,0.0,0.0,0.0,0.0,0.0,0.04,0.11,0.15,0.04,0.15,Partidos,11.0
619,Jailson Siqueira,br BRA,"CC,DF",28-189,,3,308.0,3.4,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.4,0.4,3.0,11.0,1.0,0.0,0.29,0.29,0.0,0.29,0.01,0.12,0.13,0.01,0.13,Partidos,6.0
620,Tadeo Allende,ar ARG,"CC,DL",25-023,,2,248.0,2.8,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.6,0.6,0.2,0.8,7.0,7.0,15.0,0.36,0.0,0.36,0.36,0.36,0.21,0.08,0.29,0.21,0.29,Partidos,6.0
621,Miguel Rodríguez,es ESP,CC,20-320,,1,190.0,2.1,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.1,0.1,0.2,0.3,11.0,6.0,24.0,0.0,0.0,0.0,0.0,0.0,0.06,0.08,0.14,0.06,0.14,Partidos,11.0
622,Williot Swedberg,se SWE,"CC,DL",20-042,,0,133.0,1.5,3.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,1.4,1.4,0.0,1.4,3.0,1.0,7.0,2.03,0.0,2.03,2.03,2.03,0.95,0.0,0.95,0.95,0.95,Partidos,10.0
623,Hugo Álvarez,es ESP,CC,20-256,,0,37.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.1,0.2,1.0,3.0,8.0,0.0,0.0,0.0,0.0,0.0,0.17,0.24,0.41,0.17,0.41,Partidos,3.0
624,Gabriel Veiga,es ESP,DL,21-292,,0,18.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Partidos,1.0
625,Coke Carrillo,es ESP,PO,22-067,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Partidos,0.0
626,Javier Dominguez,es ESP,DF,22-354,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Partidos,0.0
627,Agustín Marchesín,ar ARG,PO,35-364,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Partidos,0.0
628,Gonçalo Paciência,pt POR,DL,29-226,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Partidos,0.0
629,Damián Rodríguez,es ESP,CC,20-363,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Partidos,0.0
630,Javi Rodríguez,es ESP,DF,20-262,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Partidos,0.0
631,Ruly,es ESP,PO,24-047,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Partidos,0.0
632,Total del equipo,,,27.5,,308,2520.0,28.0,29.0,21.0,50.0,28.0,1.0,3.0,51.0,5.0,34.3,32.1,24.4,56.5,468.0,916.0,903.0,1.04,0.75,1.79,1.0,1.75,1.23,0.87,2.1,1.15,2.02,,28.0
633,Total del oponente,,,27.8,,308,2520.0,28.0,41.0,25.0,66.0,36.0,5.0,6.0,75.0,3.0,41.6,36.9,27.1,64.0,501.0,1172.0,1162.0,1.46,0.89,2.36,1.29,2.18,1.49,0.97,2.46,1.32,2.29,,28.0
