,Jugador,País,Posc,Edad,90 s,Toques,Def. pen.,3.º def.,3.º cent.,3.º ataq.,Ataq. pen.,Balón vivo,Att,Succ,Exitosa%,Tkld,Tkld%,Transportes,Dist. tot.,Dist. prg.,PrgC,1/3,TAP,Errores de control,Des,Rec,PrgR,Partidos
450,Alfonso Espino,uy URU,DF,32-069,24.1,1558.0,72.0,528.0,722.0,331.0,25.0,1558.0,45.0,23.0,51.1,22.0,48.9,651.0,3142.0,1704.0,35.0,24.0,8.0,37.0,16.0,813.0,81.0,Partidos
451,Isaac Palazón Camacho,es ESP,"CC,DL",29-078,23.2,1231.0,35.0,170.0,566.0,512.0,38.0,1229.0,64.0,25.0,39.1,34.0,53.1,663.0,3421.0,1188.0,25.0,42.0,3.0,69.0,50.0,824.0,121.0,Partidos
452,Iván Balliu,al ALB,DF,32-073,24.0,1311.0,60.0,360.0,619.0,340.0,30.0,1311.0,14.0,5.0,35.7,6.0,42.9,527.0,2677.0,1358.0,37.0,21.0,4.0,21.0,8.0,658.0,74.0,Partidos
453,Óscar Valentín,es ESP,CC,29-207,23.0,1231.0,69.0,309.0,807.0,123.0,16.0,1231.0,10.0,5.0,50.0,4.0,40.0,564.0,3135.0,1546.0,20.0,19.0,1.0,21.0,7.0,696.0,9.0,Partidos
454,Álvaro García,es ESP,"DL,CC",31-139,21.9,865.0,27.0,166.0,272.0,435.0,74.0,865.0,16.0,6.0,37.5,9.0,56.3,431.0,2074.0,881.0,42.0,17.0,15.0,42.0,7.0,538.0,197.0,Partidos
455,Unai López,es ESP,CC,28-136,16.9,1175.0,27.0,250.0,700.0,235.0,12.0,1175.0,31.0,17.0,54.8,14.0,45.2,618.0,2880.0,1279.0,18.0,13.0,2.0,19.0,18.0,780.0,39.0,Partidos
456,Aridane Hernández,es ESP,DF,34-357,17.8,892.0,150.0,543.0,335.0,17.0,9.0,892.0,3.0,1.0,33.3,0.0,0.0,411.0,1903.0,794.0,0.0,2.0,0.0,8.0,0.0,497.0,0.0,Partidos
457,Raúl de Tomás,es ESP,DL,29-149,12.6,391.0,12.0,33.0,203.0,158.0,49.0,390.0,40.0,19.0,47.5,16.0,40.0,233.0,1075.0,344.0,10.0,4.0,4.0,38.0,24.0,306.0,63.0,Partidos
458,Sergio Camello,es ESP,DL,23-033,12.5,396.0,13.0,32.0,188.0,182.0,38.0,396.0,29.0,10.0,34.5,17.0,58.6,226.0,1071.0,394.0,14.0,13.0,8.0,37.0,20.0,295.0,62.0,Partidos
459,Óscar Trejo,ar ARG,"DL,CC",35-323,11.2,727.0,14.0,65.0,399.0,278.0,33.0,727.0,67.0,23.0,34.3,37.0,55.2,386.0,1850.0,730.0,17.0,17.0,7.0,35.0,45.0,549.0,53.0,Partidos
460,Pathé Ciss,sn SEN,CC,29-364,13.4,802.0,45.0,218.0,503.0,88.0,25.0,802.0,19.0,15.0,78.9,3.0,15.8,416.0,1948.0,858.0,9.0,7.0,2.0,13.0,12.0,453.0,20.0,Partidos
461,Abdul Mumin,gh GHA,DF,25-282,9.8,508.0,76.0,312.0,188.0,9.0,4.0,508.0,2.0,0.0,0.0,1.0,50.0,269.0,1301.0,578.0,5.0,2.0,0.0,4.0,2.0,309.0,2.0,Partidos
462,Kike Pérez,es ESP,"CC,DL",27-029,9.1,487.0,13.0,72.0,272.0,148.0,15.0,487.0,29.0,6.0,20.7,19.0,65.5,284.0,1720.0,836.0,15.0,10.0,3.0,28.0,16.0,333.0,41.0,Partidos
463,Jorge de Frutos,es ESP,"CC,DL",27-023,9.7,388.0,9.0,55.0,168.0,177.0,23.0,388.0,31.0,8.0,25.8,16.0,51.6,219.0,1398.0,738.0,23.0,15.0,5.0,22.0,7.0,257.0,85.0,Partidos
464,Pep Chavarría,es ESP,"DF,CC",25-339,6.4,440.0,17.0,124.0,195.0,124.0,8.0,440.0,15.0,6.0,40.0,3.0,20.0,246.0,1597.0,752.0,15.0,17.0,3.0,14.0,5.0,294.0,40.0,Partidos
465,Andrei Ratiu,ro ROU,DF,25-268,3.6,202.0,13.0,69.0,93.0,42.0,7.0,202.0,15.0,7.0,46.7,7.0,46.7,82.0,655.0,362.0,14.0,10.0,5.0,7.0,4.0,94.0,11.0,Partidos
466,Randy Ntekja,fr FRA,"DL,CC",26-099,5.2,216.0,9.0,26.0,94.0,98.0,22.0,215.0,15.0,7.0,46.7,6.0,40.0,115.0,559.0,274.0,9.0,5.0,3.0,14.0,13.0,147.0,22.0,Partidos
467,Crespo,pt POR,CC,27-185,2.6,172.0,8.0,28.0,109.0,37.0,3.0,172.0,9.0,8.0,88.9,1.0,11.1,90.0,522.0,331.0,8.0,5.0,0.0,11.0,9.0,123.0,11.0,Partidos
468,Radamel Falcao,co COL,"DL,DF",38-033,2.6,101.0,3.0,9.0,43.0,51.0,12.0,100.0,6.0,2.0,33.3,3.0,50.0,55.0,189.0,65.0,2.0,3.0,2.0,7.0,7.0,72.0,14.0,Partidos
469,Bebé,cv CPV,"CC,DL",33-246,1.6,105.0,2.0,8.0,39.0,64.0,3.0,104.0,17.0,9.0,52.9,7.0,41.2,64.0,596.0,243.0,11.0,8.0,2.0,7.0,2.0,73.0,16.0,Partidos
470,Salvi,es ESP,CC,32-350,0.3,14.0,0.0,1.0,9.0,4.0,0.0,14.0,1.0,1.0,100.0,0.0,0.0,14.0,102.0,47.0,2.0,2.0,0.0,0.0,2.0,13.0,2.0,Partidos
471,José Pozo,es ESP,"CC,DL",27-365,0.1,10.0,0.0,2.0,5.0,3.0,0.0,10.0,0.0,0.0,,0.0,,7.0,28.0,10.0,0.0,0.0,0.0,2.0,0.0,8.0,2.0,Partidos
472,Diego Méndez,es ESP,CC,20-198,0.1,3.0,0.0,1.0,2.0,0.0,0.0,3.0,0.0,0.0,,0.0,,1.0,12.0,10.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Partidos
473,Total del equipo,,,30.3,28.0,16029.0,1757.0,5391.0,7243.0,3548.0,476.0,16023.0,483.0,207.0,42.9,225.0,46.6,8046.0,41138.0,19414.0,340.0,259.0,77.0,466.0,277.0,9687.0,969.0,
474,Total del oponente,,,27.7,28.0,16281.0,1703.0,5337.0,7326.0,3784.0,593.0,16279.0,479.0,244.0,50.9,189.0,39.5,8479.0,47753.0,26052.0,501.0,346.0,119.0,460.0,246.0,9978.0,1019.0,
475,Jørgen Strand Larsen,no NOR,DL,24-037,24.7,771.0,14.0,61.0,361.0,363.0,127.0,771.0,67.0,28.0,41.8,33.0,49.3,486.0,2105.0,805.0,28.0,22.0,22.0,91.0,41.0,610.0,132.0,Partidos
476,Unai Núñez,es ESP,DF,27-044,27.5,1751.0,242.0,909.0,768.0,85.0,34.0,1751.0,9.0,8.0,88.9,1.0,11.1,921.0,4596.0,2453.0,10.0,9.0,2.0,24.0,2.0,948.0,2.0,Partidos
477,Óscar Mingueza,es ESP,"DF,CC",24-306,23.8,1452.0,44.0,358.0,621.0,488.0,29.0,1452.0,51.0,20.0,39.2,24.0,47.1,780.0,4043.0,2252.0,54.0,52.0,6.0,20.0,18.0,895.0,90.0,Partidos
478,Iago Aspas,es ESP,DL,36-226,20.9,1041.0,7.0,62.0,427.0,561.0,89.0,1038.0,33.0,21.0,63.6,8.0,24.2,632.0,3196.0,1543.0,51.0,39.0,15.0,37.0,23.0,724.0,126.0,Partidos
479,Luca de la Torre,us USA,CC,25-296,20.1,871.0,20.0,134.0,418.0,335.0,60.0,871.0,29.0,9.0,31.0,18.0,62.1,545.0,3338.0,1721.0,50.0,34.0,12.0,34.0,23.0,602.0,77.0,Partidos
480,Carl Starfelt,se SWE,DF,28-287,19.9,1032.0,207.0,656.0,352.0,28.0,17.0,1032.0,1.0,0.0,0.0,1.0,100.0,458.0,1885.0,850.0,5.0,2.0,1.0,3.0,0.0,504.0,1.0,Partidos
481,Fran Beltrán,es ESP,CC,25-040,17.9,965.0,29.0,213.0,592.0,169.0,7.0,965.0,13.0,7.0,53.8,6.0,46.2,538.0,2548.0,1208.0,19.0,16.0,1.0,18.0,11.0,594.0,19.0,Partidos
482,Jonathan Bamba,ci CIV,"CC,DL",27-354,17.3,811.0,10.0,96.0,347.0,391.0,73.0,811.0,84.0,37.0,44.0,39.0,46.4,582.0,3984.0,2464.0,93.0,41.0,27.0,37.0,19.0,616.0,141.0,Partidos
483,Vicente Guaita,es ESP,PO,37-064,18.7,596.0,524.0,595.0,1.0,0.0,0.0,596.0,0.0,0.0,,0.0,,300.0,1527.0,915.0,0.0,0.0,0.0,1.0,0.0,220.0,0.0,Partidos
484,Manu Sánchez,es ESP,DF,23-203,17.6,994.0,59.0,298.0,428.0,279.0,20.0,994.0,26.0,10.0,38.5,15.0,57.7,449.0,2590.0,1319.0,35.0,23.0,5.0,23.0,10.0,464.0,57.0,Partidos
485,Renato Tapia,pe PER,"CC,DF",28-230,13.6,841.0,60.0,278.0,448.0,127.0,12.0,841.0,37.0,27.0,73.0,8.0,21.6,411.0,2035.0,885.0,8.0,12.0,0.0,19.0,10.0,455.0,13.0,Partidos
486,Carlos Dominguez,es ESP,DF,23-032,11.2,598.0,66.0,277.0,287.0,39.0,6.0,598.0,2.0,2.0,100.0,0.0,0.0,285.0,1370.0,647.0,7.0,9.0,1.0,11.0,2.0,308.0,1.0,Partidos
487,Iván Villar,es ESP,PO,26-249,9.3,285.0,256.0,285.0,0.0,0.0,0.0,285.0,0.0,0.0,,0.0,,142.0,729.0,472.0,0.0,0.0,0.0,0.0,0.0,95.0,0.0,Partidos
488,Mihailo Ristić,rs SRB,"DF,CC",28-135,8.5,575.0,29.0,147.0,245.0,188.0,8.0,575.0,22.0,6.0,27.3,11.0,50.0,290.0,1688.0,866.0,22.0,18.0,3.0,14.0,7.0,295.0,40.0,Partidos
489,Kevin Vázquez,es ESP,DF,30-357,7.0,397.0,26.0,111.0,219.0,69.0,3.0,397.0,9.0,3.0,33.3,4.0,44.4,165.0,735.0,279.0,5.0,6.0,0.0,6.0,1.0,194.0,19.0,Partidos
490,Carlos Dotor,es ESP,CC,22-365,7.7,401.0,14.0,84.0,229.0,93.0,8.0,401.0,3.0,3.0,100.0,0.0,0.0,193.0,826.0,329.0,3.0,6.0,0.0,13.0,9.0,272.0,12.0,Partidos
491,Anastasios Douvikas,gr GRE,DL,24-225,7.5,219.0,8.0,23.0,97.0,100.0,34.0,219.0,17.0,7.0,41.2,9.0,52.9,126.0,651.0,225.0,7.0,3.0,3.0,29.0,13.0,160.0,37.0,Partidos
492,Franco Cervi,ar ARG,"CC,DF",29-293,5.3,303.0,5.0,81.0,139.0,87.0,7.0,303.0,6.0,0.0,0.0,5.0,83.3,157.0,811.0,423.0,12.0,7.0,1.0,9.0,3.0,164.0,26.0,Partidos
493,Javier Manquillo,es ESP,"DF,CC",29-314,4.6,241.0,16.0,71.0,122.0,50.0,5.0,241.0,6.0,3.0,50.0,3.0,50.0,111.0,443.0,202.0,5.0,5.0,2.0,12.0,3.0,122.0,12.0,Partidos
494,Carles Pérez,es ESP,"CC,DL",26-027,4.9,201.0,3.0,20.0,69.0,117.0,11.0,201.0,18.0,8.0,44.4,7.0,38.9,134.0,905.0,446.0,16.0,16.0,2.0,13.0,13.0,147.0,35.0,Partidos
495,Joseph Aidoo,gh GHA,DF,28-167,4.5,240.0,34.0,132.0,107.0,6.0,2.0,240.0,2.0,2.0,100.0,0.0,0.0,133.0,630.0,322.0,2.0,0.0,0.0,1.0,2.0,137.0,0.0,Partidos
496,Hugo Sotelo,es ESP,CC,20-086,3.7,306.0,5.0,35.0,154.0,118.0,4.0,306.0,2.0,1.0,50.0,1.0,50.0,197.0,882.0,456.0,11.0,10.0,2.0,2.0,7.0,229.0,7.0,Partidos
497,Jailson Siqueira,br BRA,"CC,DF",28-189,3.4,156.0,13.0,60.0,87.0,14.0,0.0,156.0,8.0,5.0,62.5,3.0,37.5,75.0,422.0,196.0,3.0,2.0,0.0,4.0,7.0,64.0,1.0,Partidos
498,Tadeo Allende,ar ARG,"CC,DL",25-023,2.8,107.0,2.0,17.0,53.0,39.0,6.0,107.0,6.0,2.0,33.3,3.0,50.0,61.0,462.0,175.0,7.0,3.0,1.0,6.0,7.0,72.0,15.0,Partidos
499,Miguel Rodríguez,es ESP,CC,20-320,2.1,106.0,1.0,9.0,38.0,62.0,4.0,106.0,12.0,3.0,25.0,8.0,66.7,75.0,512.0,274.0,11.0,9.0,2.0,1.0,3.0,74.0,24.0,Partidos
500,Williot Swedberg,se SWE,"CC,DL",20-042,1.5,63.0,1.0,9.0,26.0,29.0,9.0,63.0,7.0,5.0,71.4,1.0,14.3,35.0,173.0,67.0,3.0,0.0,3.0,6.0,2.0,35.0,7.0,Partidos
501,Hugo Álvarez,es ESP,CC,20-256,0.4,44.0,1.0,5.0,19.0,22.0,2.0,44.0,3.0,2.0,66.7,1.0,33.3,23.0,128.0,81.0,1.0,2.0,0.0,1.0,1.0,27.0,8.0,Partidos
502,Gabriel Veiga,es ESP,DL,21-292,0.2,7.0,0.0,0.0,4.0,3.0,0.0,7.0,1.0,0.0,0.0,1.0,100.0,6.0,23.0,4.0,0.0,0.0,0.0,1.0,1.0,7.0,1.0,Partidos
503,Total del equipo,,,27.5,28.0,15374.0,1696.0,5026.0,6658.0,3862.0,577.0,15371.0,474.0,219.0,46.2,210.0,44.3,8310.0,43237.0,21879.0,468.0,346.0,111.0,436.0,238.0,9034.0,903.0,
504,Total del oponente,,,27.8,28.0,19020.0,1717.0,5237.0,9547.0,4393.0,633.0,19014.0,538.0,260.0,48.3,227.0,42.2,10949.0,57365.0,29049.0,501.0,370.0,114.0,451.0,233.0,12647.0,1162.0,
505,Rubén Alcaraz,es ESP,CC,32-318,24.8,1344.0,74.0,340.0,822.0,196.0,18.0,1343.0,15.0,6.0,40.0,7.0,46.7,642.0,2902.0,1204.0,16.0,17.0,0.0,19.0,18.0,748.0,26.0,Partidos
506,Jeremías Ledesma,ar ARG,PO,31-030,24.9,952.0,748.0,942.0,12.0,0.0,0.0,952.0,1.0,1.0,100.0,0.0,0.0,500.0,3448.0,2427.0,0.0,0.0,0.0,1.0,0.0,311.0,0.0,Partidos
507,Isaac Carcelen,es ESP,DF,30-326,23.3,1144.0,88.0,362.0,516.0,270.0,6.0,1144.0,18.0,11.0,61.1,7.0,38.9,431.0,2086.0,967.0,21.0,21.0,0.0,17.0,13.0,521.0,48.0,Partidos
508,Chris Ramos,es ESP,"DL,CC",27-056,22.0,702.0,43.0,87.0,263.0,357.0,104.0,702.0,56.0,14.0,25.0,35.0,62.5,331.0,1494.0,525.0,22.0,19.0,15.0,75.0,42.0,498.0,75.0,Partidos
509,Fali,es ESP,DF,30-215,21.6,918.0,143.0,463.0,420.0,40.0,15.0,918.0,5.0,3.0,60.0,1.0,20.0,422.0,2160.0,1308.0,14.0,7.0,0.0,6.0,1.0,479.0,8.0,Partidos
510,Javi Hernández,es ESP,DF,25-317,19.5,1003.0,77.0,319.0,452.0,248.0,15.0,1003.0,24.0,10.0,41.7,12.0,50.0,413.0,2451.0,1305.0,21.0,25.0,4.0,21.0,11.0,464.0,31.0,Partidos
511,Iván Alejo,es ESP,CC,29-033,17.4,623.0,26.0,126.0,218.0,292.0,19.0,623.0,55.0,20.0,36.4,30.0,54.5,353.0,2534.0,1157.0,40.0,34.0,1.0,51.0,26.0,375.0,94.0,Partidos
512,Roberto Navarro,es ESP,CC,21-337,12.2,575.0,9.0,83.0,225.0,285.0,24.0,575.0,71.0,31.0,43.7,34.0,47.9,344.0,2602.0,1364.0,48.0,39.0,5.0,43.0,17.0,349.0,65.0,Partidos
513,Roger Martí,es ESP,DL,33-071,11.6,351.0,6.0,30.0,185.0,144.0,42.0,351.0,4.0,1.0,25.0,2.0,50.0,212.0,832.0,308.0,6.0,12.0,1.0,37.0,14.0,243.0,45.0,Partidos
514,Gonzalo Escalante,ar ARG,CC,30-353,13.7,628.0,42.0,162.0,377.0,93.0,11.0,628.0,5.0,2.0,40.0,3.0,60.0,244.0,959.0,389.0,2.0,6.0,0.0,13.0,8.0,337.0,7.0,Partidos
515,Víctor Chust,es ESP,DF,24-009,12.0,705.0,83.0,386.0,311.0,9.0,4.0,705.0,2.0,1.0,50.0,1.0,50.0,393.0,2155.0,883.0,4.0,1.0,0.0,3.0,0.0,431.0,1.0,Partidos
516,Lucas,br BRA,DF,22-356,13.9,796.0,47.0,255.0,336.0,211.0,10.0,796.0,24.0,11.0,45.8,10.0,41.7,359.0,1854.0,765.0,22.0,15.0,2.0,15.0,14.0,374.0,45.0,Partidos
517,Rubén Sobrino,es ESP,"CC,DL",31-287,12.3,558.0,19.0,122.0,246.0,196.0,22.0,558.0,28.0,11.0,39.3,15.0,53.6,297.0,1483.0,590.0,15.0,18.0,2.0,30.0,18.0,331.0,55.0,Partidos
518,Maxi Gómez,uy URU,DL,27-213,10.6,282.0,5.0,23.0,120.0,141.0,38.0,282.0,10.0,4.0,40.0,4.0,40.0,157.0,704.0,215.0,13.0,8.0,2.0,23.0,14.0,224.0,44.0,Partidos
519,Darwin Machís,ve VEN,CC,31-036,8.3,369.0,6.0,49.0,152.0,171.0,16.0,368.0,15.0,6.0,40.0,7.0,46.7,205.0,1352.0,541.0,20.0,17.0,5.0,20.0,10.0,212.0,52.0,Partidos
520,Álex Fernández,es ESP,"CC,DL",31-151,10.0,522.0,41.0,152.0,286.0,87.0,4.0,522.0,5.0,3.0,60.0,1.0,20.0,245.0,1030.0,493.0,4.0,14.0,0.0,7.0,8.0,303.0,13.0,Partidos
521,Luis Hernández,es ESP,DF,34-335,8.0,411.0,34.0,178.0,167.0,69.0,1.0,411.0,0.0,0.0,,0.0,,172.0,830.0,559.0,2.0,3.0,0.0,0.0,0.0,217.0,1.0,Partidos
522,Jorge Meré,es ESP,DF,26-332,7.5,298.0,42.0,148.0,143.0,9.0,3.0,298.0,1.0,1.0,100.0,0.0,0.0,115.0,423.0,237.0,2.0,2.0,0.0,0.0,1.0,137.0,0.0,Partidos
523,Rominigue Kouamé,ml MLI,CC,27-088,7.6,403.0,14.0,95.0,265.0,48.0,1.0,403.0,9.0,6.0,66.7,1.0,11.1,206.0,1322.0,555.0,13.0,4.0,1.0,8.0,1.0,225.0,5.0,Partidos
524,Juanmi,es ESP,DL,30-299,4.2,155.0,1.0,8.0,81.0,68.0,11.0,155.0,11.0,4.0,36.4,6.0,54.5,92.0,414.0,79.0,1.0,3.0,1.0,13.0,4.0,104.0,22.0,Partidos
525,Joseba Zaldúa,es ESP,"DF,CC",31-264,3.6,134.0,15.0,58.0,40.0,36.0,1.0,134.0,1.0,0.0,0.0,0.0,0.0,49.0,227.0,115.0,2.0,2.0,0.0,5.0,2.0,49.0,12.0,Partidos
526,David Gil,es ESP,PO,30-063,3.1,121.0,93.0,119.0,2.0,0.0,0.0,121.0,0.0,0.0,,0.0,,47.0,372.0,239.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,Partidos
527,Fede San Emeterio,es ESP,CC,26-364,1.7,67.0,5.0,20.0,41.0,6.0,1.0,67.0,1.0,0.0,0.0,0.0,0.0,28.0,108.0,68.0,0.0,0.0,0.0,1.0,0.0,37.0,0.0,Partidos
528,Mamadou Mbaye,sn SEN,DF,25-260,3.2,137.0,37.0,81.0,47.0,9.0,4.0,137.0,0.0,0.0,,0.0,,35.0,170.0,83.0,0.0,0.0,0.0,2.0,0.0,43.0,0.0,Partidos
529,Sergi Guardiola,es ESP,"DL,CC",32-290,4.1,203.0,3.0,16.0,109.0,81.0,9.0,203.0,11.0,6.0,54.5,4.0,36.4,130.0,603.0,211.0,9.0,6.0,1.0,5.0,6.0,148.0,22.0,Partidos
530,Aiham Ousou,sy SYR,DF,24-065,1.0,48.0,6.0,21.0,23.0,4.0,0.0,48.0,0.0,0.0,,0.0,,24.0,163.0,93.0,0.0,2.0,0.0,1.0,0.0,24.0,0.0,Partidos
531,Brian Ocampo,uy URU,CC,24-263,1.5,107.0,0.0,13.0,54.0,45.0,3.0,107.0,10.0,3.0,30.0,5.0,50.0,74.0,619.0,346.0,9.0,7.0,0.0,14.0,8.0,75.0,10.0,Partidos
532,Álvaro Negredo,es ESP,"DL,CC",38-207,0.6,32.0,0.0,3.0,11.0,19.0,5.0,32.0,2.0,2.0,100.0,0.0,0.0,17.0,57.0,15.0,0.0,0.0,0.0,3.0,0.0,19.0,0.0,Partidos
533,Diadie Samassékou,ml MLI,CC,28-063,0.6,31.0,1.0,11.0,17.0,4.0,0.0,31.0,0.0,0.0,,0.0,,14.0,101.0,43.0,0.0,2.0,0.0,1.0,0.0,14.0,1.0,Partidos
534,Karl Etta,cm CMR,DL,20-073,0.2,4.0,0.0,0.0,3.0,1.0,0.0,4.0,0.0,0.0,,0.0,,2.0,4.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,1.0,Partidos
535,José Mari,es ESP,"CC,DL",36-099,0.2,23.0,0.0,0.0,19.0,4.0,0.0,23.0,0.0,0.0,,0.0,,10.0,55.0,23.0,0.0,0.0,0.0,0.0,0.0,16.0,1.0,Partidos
536,Milutin Osmajić,me MNE,CC,24-233,0.1,5.0,0.0,0.0,0.0,5.0,2.0,5.0,0.0,0.0,,0.0,,2.0,10.0,1.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,Partidos
537,Moussa Diakité,ml MLI,CC,20-131,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,100.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Partidos
538,Total del equipo,,,29.2,28.0,13652.0,1708.0,4673.0,5963.0,3148.0,389.0,13650.0,385.0,157.0,40.8,186.0,48.3,6566.0,35527.0,17108.0,306.0,284.0,40.0,435.0,236.0,7335.0,684.0,
539,Total del oponente,,,28.1,28.0,17453.0,1465.0,4965.0,7891.0,4761.0,591.0,17451.0,566.0,278.0,49.1,228.0,40.3,9664.0,53503.0,29243.0,584.0,459.0,124.0,442.0,251.0,11274.0,1260.0,
540,Carlos Neva,es ESP,DF,27-276,25.0,1414.0,84.0,579.0,641.0,205.0,7.0,1414.0,11.0,4.0,36.4,6.0,54.5,646.0,2642.0,1461.0,30.0,24.0,0.0,20.0,8.0,721.0,68.0,Partidos
541,Ignasi Miquel,es ESP,DF,31-168,25.2,1486.0,206.0,918.0,533.0,47.0,30.0,1486.0,14.0,7.0,50.0,6.0,42.9,834.0,3628.0,1775.0,5.0,5.0,0.0,11.0,3.0,925.0,6.0,Partidos
542,Myrto Uzuni,al ALB,"DL,CC",28-288,22.4,435.0,12.0,57.0,180.0,206.0,75.0,431.0,26.0,12.0,46.2,13.0,50.0,244.0,1310.0,509.0,18.0,13.0,8.0,34.0,32.0,261.0,75.0,Partidos
543,Ricard Sánchez,es ESP,DF,24-021,21.9,1168.0,68.0,345.0,462.0,369.0,35.0,1168.0,29.0,16.0,55.2,11.0,37.9,564.0,3181.0,1687.0,41.0,31.0,3.0,30.0,14.0,610.0,88.0,Partidos
544,Gerard Gumbau,es ESP,CC,29-087,19.9,1184.0,31.0,280.0,691.0,223.0,9.0,1184.0,14.0,8.0,57.1,3.0,21.4,604.0,2429.0,1189.0,14.0,8.0,0.0,11.0,10.0,758.0,18.0,Partidos
545,Sergio Ruiz,es ESP,CC,29-089,19.2,1130.0,58.0,351.0,674.0,129.0,16.0,1130.0,33.0,15.0,45.5,12.0,36.4,696.0,3814.0,1931.0,25.0,19.0,2.0,17.0,12.0,773.0,13.0,Partidos
546,Lucas Boyé,ar ARG,DL,28-015,17.6,691.0,38.0,89.0,344.0,269.0,70.0,691.0,96.0,37.0,38.5,57.0,59.4,380.0,1958.0,684.0,23.0,33.0,10.0,69.0,48.0,439.0,71.0,Partidos
547,Bryan Zaragoza,es ESP,"CC,DL",22-324,18.2,680.0,1.0,67.0,242.0,386.0,74.0,679.0,129.0,53.0,41.1,65.0,50.4,482.0,4318.0,2393.0,100.0,61.0,37.0,53.0,11.0,501.0,127.0,Partidos
548,Gonzalo Villar,es ESP,CC,25-357,15.8,934.0,40.0,255.0,552.0,154.0,16.0,934.0,33.0,20.0,60.6,11.0,33.3,560.0,2876.0,1391.0,17.0,23.0,1.0,17.0,20.0,624.0,19.0,Partidos
549,André Ferreira,pt POR,PO,27-290,14.9,542.0,473.0,541.0,1.0,0.0,0.0,542.0,0.0,0.0,,0.0,,271.0,1478.0,829.0,0.0,0.0,0.0,2.0,1.0,192.0,0.0,Partidos
550,Óscar Melendo,es ESP,"CC,DL",26-204,10.8,455.0,4.0,58.0,296.0,107.0,11.0,455.0,19.0,9.0,47.4,6.0,31.6,314.0,1806.0,708.0,19.0,16.0,0.0,18.0,8.0,341.0,24.0,Partidos
551,Raúl Torrente,es ESP,DF,22-185,11.5,765.0,104.0,501.0,252.0,13.0,8.0,765.0,1.0,0.0,0.0,1.0,100.0,451.0,2370.0,1192.0,2.0,1.0,1.0,0.0,1.0,500.0,2.0,Partidos
552,Augusto Batalla,ar ARG,PO,27-319,9.0,400.0,319.0,390.0,9.0,2.0,2.0,400.0,1.0,1.0,100.0,0.0,0.0,232.0,1253.0,763.0,0.0,0.0,0.0,1.0,0.0,176.0,1.0,Partidos
553,Miguel Ángel Rubio,es ESP,DF,26-003,8.3,500.0,63.0,295.0,194.0,13.0,6.0,500.0,3.0,3.0,100.0,0.0,0.0,271.0,1419.0,820.0,2.0,3.0,0.0,7.0,0.0,300.0,0.0,Partidos
554,José Callejón,es ESP,"CC,DL",37-032,7.1,337.0,19.0,85.0,150.0,105.0,12.0,337.0,7.0,2.0,28.6,3.0,42.9,180.0,855.0,350.0,8.0,6.0,1.0,9.0,5.0,212.0,38.0,Partidos
555,Bruno Méndez,uy URU,DF,24-186,6.2,345.0,37.0,180.0,147.0,23.0,9.0,345.0,2.0,2.0,100.0,0.0,0.0,171.0,762.0,440.0,4.0,1.0,0.0,3.0,0.0,193.0,1.0,Partidos
556,Antonio Puertas,es ESP,"CC,DL",32-022,7.0,284.0,3.0,33.0,124.0,132.0,30.0,283.0,30.0,15.0,50.0,14.0,46.7,191.0,1134.0,460.0,18.0,17.0,7.0,17.0,9.0,199.0,41.0,Partidos
557,Álvaro Carreras,es ESP,"CC,DL",20-357,5.3,296.0,12.0,83.0,124.0,96.0,11.0,296.0,14.0,7.0,50.0,5.0,35.7,176.0,1156.0,583.0,13.0,14.0,1.0,15.0,9.0,182.0,31.0,Partidos
558,Facundo Pellistri,uy URU,"CC,DL",22-085,4.7,165.0,3.0,25.0,47.0,102.0,19.0,165.0,12.0,4.0,33.3,7.0,58.3,95.0,789.0,452.0,17.0,8.0,5.0,18.0,6.0,101.0,33.0,Partidos
559,Martin Hongla,cm CMR,"CC,DF",25-364,3.7,201.0,14.0,81.0,105.0,17.0,1.0,201.0,2.0,0.0,0.0,2.0,100.0,122.0,577.0,240.0,1.0,2.0,0.0,3.0,0.0,132.0,2.0,Partidos
560,Raúl Fernández,es ESP,PO,36-001,3.1,115.0,90.0,115.0,0.0,0.0,0.0,115.0,0.0,0.0,,0.0,,58.0,357.0,205.0,0.0,0.0,0.0,0.0,0.0,47.0,0.0,Partidos
561,Kamil Piątkowski,pl POL,DF,23-267,2.9,166.0,19.0,94.0,64.0,9.0,3.0,166.0,1.0,1.0,100.0,0.0,0.0,102.0,454.0,260.0,2.0,1.0,0.0,2.0,0.0,118.0,0.0,Partidos
562,Wilson Manafá,pt POR,"DF,CC",29-235,2.7,165.0,4.0,66.0,68.0,33.0,0.0,165.0,9.0,6.0,66.7,3.0,33.3,87.0,481.0,241.0,5.0,3.0,0.0,5.0,2.0,84.0,6.0,Partidos
